Title,Citations,DOI,Source
Using ICA for removal of ocular artifacts in EEG recorded from blind subjects,69,10.1016/j.neunet.2005.03.012,Neural Networks
Global stabilization analysis of inertial memristive recurrent neural networks with discrete and distributed delays,76,10.1016/j.neunet.2018.04.014,Neural Networks
Global synchronization in finite time for fractional-order neural networks with discontinuous activations and time delays,77,10.1016/j.neunet.2017.06.011,Neural Networks
Robust growing neural gas algorithm with application in cluster analysis,73,10.1016/S0893-6080(04)00166-2,Neural Networks
State estimation for a class of artificial neural networks with stochastically corrupted measurements under Round-Robin protocol,75,10.1016/j.neunet.2016.01.001,Neural Networks
An iterative ∈-optimal control scheme for a class of discrete-time nonlinear systems with unfixed initial state,76,10.1016/j.neunet.2012.02.027,Neural Networks
Are computational models of any use to psychiatry?,74,10.1016/j.neunet.2011.03.001,Neural Networks
Life-long learning Cell Structures - continuously learning without catastrophic interference,74,10.1016/S0893-6080(01)00018-1,Neural Networks
Biomimetic gaze stabilization based on feedback-error-learning with nonparametric regression networks,71,10.1016/S0893-6080(00)00084-8,Neural Networks
MODELING SOME EFFECTS OF FRONTAL-LOBE DAMAGE - NOVELTY AND PERSEVERATION,78,10.1016/0893-6080(89)90027-0,Neural Networks
Robust Bayesian clustering,69,10.1016/j.neunet.2006.06.009,Neural Networks
A waiting-time-based event-triggered scheme for stabilization of complex-valued neural networks,75,10.1016/j.neunet.2019.09.032,Neural Networks
Transformed <i>l</i><sub>1</sub> regularization for learning sparse deep neural networks,70,10.1016/j.neunet.2019.08.015,Neural Networks
Adaptive Bayesian inference system for recognition of walking activities and prediction of gait events using wearable sensors,70,10.1016/j.neunet.2018.02.017,Neural Networks
Unsupervised learnable neuron model with nonlinear interaction on dendrites,76,10.1016/j.neunet.2014.07.011,Neural Networks
An improved robust stability result for uncertain neural networks with multiple time delays,77,10.1016/j.neunet.2014.02.008,Neural Networks
Multivariate neural network operators with sigmoidal activation functions,75,10.1016/j.neunet.2013.07.009,Neural Networks
Robust stability analysis of interval fuzzy Cohen-Grossberg neural networks with piecewise constant argument of generalized type,77,10.1016/j.neunet.2012.04.003,Neural Networks
Robust stability analysis of a class of neural networks with discrete time delays,75,10.1016/j.neunet.2012.02.001,Neural Networks
A generalized LSTM-like training algorithm for second-order recurrent neural networks,61,10.1016/j.neunet.2011.07.003,Neural Networks
Singularities in mixture models and upper bounds of stochastic complexity,75,10.1016/S0893-6080(03)00005-4,Neural Networks
An intelligent sales forecasting system through integration of artificial neural networks and fuzzy neural networks with fuzzy weight elimination,69,10.1016/S0893-6080(02)00064-3,Neural Networks
"Methods for estimating neural firing rates, and their application to brain-machine interfaces",57,10.1016/j.neunet.2009.02.004,Neural Networks
Experimental analysis of chaotic neural network models for combinatorial optimization under a unifying framework,70,10.1016/S0893-6080(00)00047-2,Neural Networks
A new learning paradigm for random vector functional-link network: RVFL,76,10.1016/j.neunet.2019.09.039,Neural Networks
Stability analysis for discrete-time stochastic memristive neural networks with both leakage and probabilistic delays,75,10.1016/j.neunet.2018.02.003,Neural Networks
Generative adversarial network based telecom fraud detection at the receiving bank,68,10.1016/j.neunet.2018.02.015,Neural Networks
Finite-time boundedness and stabilization of uncertain switched neural networks with time-varying delay,75,10.1016/j.neunet.2015.05.006,Neural Networks
Image denoising using nonsubsampled shearlet transform and twin support vector machines,68,10.1016/j.neunet.2014.06.007,Neural Networks
"Limited Rank Matrix Learning, discriminative dimension reduction and visualization",74,10.1016/j.neunet.2011.10.001,Neural Networks
Quantum optimization for training support vector machines,62,10.1016/S0893-6080(03)00087-X,Neural Networks
Existence and global exponential stability of a periodic solution to interval general bidirectional associative memory (BAM) neural networks with multiple delays on time scales,75,10.1016/j.neunet.2011.02.001,Neural Networks
ADAPTIVE NEURAL OSCILLATOR USING CONTINUOUS-TIME BACK-PROPAGATION LEARNING,76,10.1016/0893-6080(89)90022-1,Neural Networks
Solving large scale traveling salesman problems by chaotic neurodynamics,75,10.1016/S0893-6080(02)00017-5,Neural Networks
An incremental adaptive network for on-line supervised learning and probability estimation,70,10.1016/S0893-6080(96)00123-2,Neural Networks
Fokker-Planck approach to the pulse packet propagation in synfire chain,70,10.1016/S0893-6080(01)00065-X,Neural Networks
The Bifurcating Neuron Network I,74,10.1016/S0893-6080(00)00083-6,Neural Networks
A NEURAL MODEL OF TIMED RESPONSE LEARNING IN THE CEREBELLUM,71,10.1016/S0893-6080(05)80161-3,Neural Networks
A METHOD FOR SELF-DETERMINATION OF ADAPTIVE LEARNING RATES IN BACK PROPAGATION,69,10.1016/0893-6080(91)90073-E,Neural Networks
Optimizing Deeper Spiking Neural Networks for Dynamic Vision Sensing,70,10.1016/j.neunet.2021.09.022,Neural Networks
On the approximation of functions by tanh neural networks,74,10.1016/j.neunet.2021.08.015,Neural Networks
New conditions for global exponential stability of cellular neural networks with delays,71,10.1016/j.neunet.2004.11.010,Neural Networks
Non-fragile state estimation for fractional-order delayed memristive BAM neural networks,75,10.1016/j.neunet.2019.08.003,Neural Networks
Event-triggered impulsive control on quasi-synchronization of memristive neural networks with time-varying delays,74,10.1016/j.neunet.2018.09.014,Neural Networks
A fully convolutional two-stream fusion network for interactive image segmentation,67,10.1016/j.neunet.2018.10.009,Neural Networks
Multiple Mittag-Leffler stability of fractional-order competitive neural networks with Gaussian activation functions,75,10.1016/j.neunet.2018.09.005,Neural Networks
Self-learning robust optimal control for continuous-time nonlinear systems with mismatched disturbances,73,10.1016/j.neunet.2017.11.022,Neural Networks
Cortical dynamics of three-dimensional surface perception: Binocular and half-occluded scenic images,67,10.1016/S0893-6080(97)00065-8,Neural Networks
Weighted Twin Support Vector Machines with Local Information and its application,69,10.1016/j.neunet.2012.06.010,Neural Networks
Extension neural network and its applications,59,10.1016/S0893-6080(03)00104-7,Neural Networks
Applications of the self-organising map to reinforcement learning,65,10.1016/S0893-6080(02)00083-7,Neural Networks
Neuromodulation and plasticity in an autonomous robot,66,10.1016/S0893-6080(02)00062-X,Neural Networks
Goal-directed control and its antipodes,68,10.1016/j.neunet.2009.03.004,Neural Networks
Continuous attractors and oculomotor control,72,N/A,Neural Networks
A UNIVERSAL THEOREM ON LEARNING-CURVES,73,10.1016/0893-6080(93)90013-M,Neural Networks
A NEW COMPETITIVE LEARNING APPROACH BASED ON AN EQUIDISTORTION PRINCIPLE FOR DESIGNING OPTIMAL VECTOR QUANTIZERS,71,10.1016/0893-6080(94)90003-5,Neural Networks
Behavioral inhibition and prefrontal cortex in decision-making,60,10.1016/j.neunet.2006.05.040,Neural Networks
PET image super-resolution using generative adversarial networks,62,10.1016/j.neunet.2020.01.029,Neural Networks
Delay-dependent criterion for asymptotic stability of a class of fractional-order memristive neural networks with time-varying delays,74,10.1016/j.neunet.2019.07.006,Neural Networks
"Born to learn: The inspiration, progress, and future of evolved plastic artificial neural networks",71,10.1016/j.neunet.2018.07.013,Neural Networks
Survey and experimental study on metric learning methods,69,10.1016/j.neunet.2018.06.003,Neural Networks
Further analysis of global μ-stability of complex-valued neural networks with unbounded time-varying delays,73,10.1016/j.neunet.2015.03.007,Neural Networks
Global exponential stability of delayed Markovian jump fuzzy cellular neural networks with generally incomplete transition probability,72,10.1016/j.neunet.2014.10.009,Neural Networks
A LEARNING RULE OF NEURAL NETWORKS VIA SIMULTANEOUS PERTURBATION AND ITS HARDWARE IMPLEMENTATION,69,10.1016/0893-6080(94)00084-Y,Neural Networks
Networks with trainable amplitude of activation functions,66,10.1016/S0893-6080(01)00028-4,Neural Networks
Parameter optimization in models of the olfactory neural system,61,N/A,Neural Networks
ON THE RELATIONS BETWEEN DISCRIMINANT-ANALYSIS AND MULTILAYER PERCEPTRONS,68,10.1016/0893-6080(91)90071-C,Neural Networks
AN ANALYSIS OF PREMATURE SATURATION IN BACK-PROPAGATION LEARNING,72,10.1016/S0893-6080(05)80116-9,Neural Networks
CVANet: Cascaded visual attention network for single image super-resolution,72,10.1016/j.neunet.2023.11.049,Neural Networks
Synapses as dynamic memory buffers,59,10.1016/S0893-6080(01)00144-7,Neural Networks
Iterative retrieval of sparsely coded associative memory patterns,70,10.1016/0893-6080(95)00112-3,Neural Networks
UTRAD: Anomaly detection and localization with U-Transformer,70,10.1016/j.neunet.2021.12.008,Neural Networks
Dynamics of a winner-take-all neural network,38,10.1016/0893-6080(96)00019-6,Neural Networks
Bifurcations in a fractional-order neural network with multiple leakage delays,73,10.1016/j.neunet.2020.07.015,Neural Networks
Multiple Discrimination and Pairwise CNN for view-based 3D object retrieval,72,10.1016/j.neunet.2020.02.017,Neural Networks
Accelerating deep neural network training with inconsistent stochastic gradient descent,67,10.1016/j.neunet.2017.06.003,Neural Networks
A model of contextual interactions and contour detection in primary visual cortex,68,10.1016/j.neunet.2004.03.007,Neural Networks
Noise model based <i>v</i>-support vector regression with its application to short-term wind speed forecasting,66,10.1016/j.neunet.2014.05.003,Neural Networks
Stability analysis of switched stochastic neural networks with time-varying delays,73,10.1016/j.neunet.2013.12.001,Neural Networks
Learning the pseudoinverse solution to network weights,69,10.1016/j.neunet.2013.02.008,Neural Networks
Steepest descent with momentum for quadratic functions is a version of the conjugate gradient method,66,10.1016/S0893-6080(03)00170-9,Neural Networks
The co-adaptive neural network approach to the Euclidean Travelling Salesman Problem,65,10.1016/S0893-6080(03)00056-X,Neural Networks
Kalman filters improve LSTM network performance in problems unsolvable by traditional recurrent nets,59,10.1016/S0893-6080(02)00219-8,Neural Networks
Using neural networks to determine Sugeno measures by statistics,68,N/A,Neural Networks
Stability analysis of static recurrent neural networks using delay-partitioning and projection,72,10.1016/j.neunet.2009.03.005,Neural Networks
A developmental approach to visually-guided reaching in artificial systems,70,10.1016/S0893-6080(99)00070-2,Neural Networks
Global bifurcation structure of chaotic neural networks and its application to traveling salesman problems,71,10.1016/S0893-6080(97)00023-3,Neural Networks
NEURAL NETWORK ARCHITECTURES FOR MOTION PERCEPTION AND ELEMENTARY MOTION DETECTION IN THE FLY VISUAL-SYSTEM,65,10.1016/0893-6080(90)90001-2,Neural Networks
PATTERN-RECOGNITION BY LABELED GRAPH MATCHING,70,10.1016/0893-6080(88)90016-0,Neural Networks
Towards a general neural controller for quadrupedal locomotion,37,10.1016/j.neunet.2008.03.010,Neural Networks
RECURRENT RADIAL BASIS FUNCTION NETWORKS FOR ADAPTIVE NOISE CANCELLATION,69,10.1016/0893-6080(94)00078-Z,Neural Networks
A unified algorithm for principal and minor components extraction,66,10.1016/S0893-6080(98)00004-5,Neural Networks
A Comprehensive Survey on Deep Graph Representation Learning,70,10.1016/j.neunet.2024.106207,Neural Networks
Indirect biological measures of consciousness from field studies of brains as dynamical systems,68,10.1016/j.neunet.2007.09.004,Neural Networks
The Kohonen network incorporating explicit statistics and its application to the travelling salesman problem,68,10.1016/S0893-6080(99)00063-5,Neural Networks
Adaptive optimal control of affine nonlinear systems via identifier-critic neural network approximation with relaxed PE conditions,72,10.1016/j.neunet.2023.08.044,Neural Networks
Synchronization of coupled neural networks under mixed impulsive effects: A novel delay inequality approach,71,10.1016/j.neunet.2020.04.002,Neural Networks
Brain MRI analysis using a deep learning based evolutionary approach,71,10.1016/j.neunet.2020.03.017,Neural Networks
Switching event-triggered control for global stabilization of delayed memristive neural networks: An exponential attenuation scheme,72,10.1016/j.neunet.2019.05.014,Neural Networks
An unsupervised EEG decoding system for human emotion recognition,69,10.1016/j.neunet.2019.04.003,Neural Networks
Quantum perceptron over a field and neural network architecture selection in a quantum computer,69,10.1016/j.neunet.2016.01.002,Neural Networks
Affective topic model for social emotion detection,69,10.1016/j.neunet.2014.05.007,Neural Networks
Inferential estimation of polymer quality using bootstrap aggregated neural networks,66,10.1016/S0893-6080(99)00037-4,Neural Networks
Neural network explanation using inversion,61,10.1016/j.neunet.2006.07.005,Neural Networks
ADAPTIVE RESONANCE ASSOCIATIVE MAP,69,10.1016/0893-6080(94)00092-Z,Neural Networks
Biological engineering applications of feedforward neural networks designed and parameterized by genetic algorithms,66,10.1016/j.neunet.2005.03.010,Neural Networks
CNN-MHSA: A Convolutional Neural Network and multi-head self-attention combined approach for detecting phishing websites,65,10.1016/j.neunet.2020.02.013,Neural Networks
Bounds on the number of hidden neurons in three-layer binary neural networks,66,10.1016/S0893-6080(03)00006-6,Neural Networks
Relaxed conditions for radial-basis function networks to be universal approximators,65,10.1016/S0893-6080(02)00227-7,Neural Networks
State estimation for static neural networks with time-varying delay,70,10.1016/j.neunet.2010.07.001,Neural Networks
Behaving as or behaving as if? Children's conceptions of personified robots and the emergence of a new ontological category,66,10.1016/j.neunet.2010.08.014,Neural Networks
Temporally correlated inputs to leaky integrate-and-fire models can reproduce spiking statistics of cortical neurons,66,10.1016/S0893-6080(99)00053-2,Neural Networks
New theorems on global convergence of some dynamical systems,68,10.1016/S0893-6080(00)00100-3,Neural Networks
Stability of Cohen-Grossberg neural networks with time-varying delays,67,10.1016/j.neunet.2007.07.005,Neural Networks
State space neural network. Properties and application,66,10.1016/S0893-6080(98)00074-4,Neural Networks
APPROXIMATION OF FUNCTIONS ON A COMPACT SET BY FINITE SUMS OF A SIGMOID FUNCTION WITHOUT SCALING,66,10.1016/0893-6080(91)90060-I,Neural Networks
Image super-resolution with an enhanced group convolutional neural network,67,10.1016/j.neunet.2022.06.009,Neural Networks
Global exponential stabilization and lag synchronization control of inertial neural networks with time delays,69,10.1016/j.neunet.2020.03.006,Neural Networks
Stability of stochastic impulsive reaction-diffusion neural networks with S-type distributed delays and its application to image encryption,69,10.1016/j.neunet.2019.03.016,Neural Networks
A Fast Reduced Kernel Extreme Learning Machine,66,10.1016/j.neunet.2015.10.006,Neural Networks
VISUAL NAVIGATION WITH A NEURAL NETWORK,55,10.1016/0893-6080(91)90068-G,Neural Networks
Quantitative examinations for multi joint arm trajectory planning - using a robust calculation algorithm of the minimum commanded torque change trajectory,61,10.1016/S0893-6080(01)00026-0,Neural Networks
A What-and-Where fusion neural network for recognition and tracking of multiple radar emitters,57,10.1016/S0893-6080(01)00019-3,Neural Networks
COMPLEX DYNAMICS IN WINNER-TAKE-ALL NEURAL NETS WITH SLOW INHIBITION,66,10.1016/0893-6080(92)90004-3,Neural Networks
CEGAN: Classification Enhancement Generative Adversarial Networks for unraveling data imbalance problems,63,10.1016/j.neunet.2020.10.004,Neural Networks
Embedding and approximation theorems for echo state networks,66,10.1016/j.neunet.2020.05.013,Neural Networks
Synchronization of complex networks with time-varying delay of unknown bound via delayed impulsive control,69,10.1016/j.neunet.2020.02.003,Neural Networks
Prediction of telephone calls load using Echo State Network with exogenous variables,63,10.1016/j.neunet.2015.08.010,Neural Networks
Nonlinear V1 responses to natural scenes revealed by neural network analysis,54,10.1016/j.neunet.2004.03.008,Neural Networks
A neural network controller for hydronic heating systems of solar buildings,63,10.1016/j.neunet.2003.07.001,Neural Networks
A mode-dependent approach to state estimation of recurrent neural networks with Markovian jumping parameters and mixed delays,68,10.1016/j.neunet.2013.04.014,Neural Networks
A dynamically coupled neural oscillator network for image segmentation,61,N/A,Neural Networks
Neural maps and topographic vector quantization,67,10.1016/S0893-6080(99)00027-1,Neural Networks
THE GENERAL REGRESSION NEURAL-NETWORK - REDISCOVERED,55,10.1016/S0893-6080(09)80013-0,Neural Networks
Robust stability of stochastic delayed additive neural networks with Markovian switching,67,10.1016/j.neunet.2007.07.003,Neural Networks
Combining a parallel 2D CNN with a self-attention Dilated Residual Network for CTC-based discrete speech emotion recognition,63,10.1016/j.neunet.2021.03.013,Neural Networks
A COMPARISON OF NEURAL NETWORK AND OTHER PATTERN-RECOGNITION APPROACHES TO THE DIAGNOSIS OF LOW-BACK DISORDERS,63,10.1016/0893-6080(90)90008-9,Neural Networks
Dendrite P systems,68,10.1016/j.neunet.2020.04.014,Neural Networks
Redundant feature pruning for accelerated inference in deep neural networks,65,10.1016/j.neunet.2019.04.021,Neural Networks
Synchronization in uncertain fractional-order memristive complex-valued neural networks with multiple time delays,68,10.1016/j.neunet.2018.12.004,Neural Networks
A deep belief network with PLSR for nonlinear system modeling,59,10.1016/j.neunet.2017.10.006,Neural Networks
Prediction of advertisement preference by fusing EEG response and sentiment analysis,63,10.1016/j.neunet.2017.01.013,Neural Networks
Decentralized event-triggered synchronization of uncertain Markovian jumping neutral-type neural networks with mixed delays,67,10.1016/j.neunet.2016.10.003,Neural Networks
Multiple μ-stability of neural networks with unbounded time-varying delays,67,10.1016/j.neunet.2014.02.001,Neural Networks
Hopfield neural network: The hyperbolic tangent and the piecewise-linear activation functions,66,10.1016/j.neunet.2012.06.006,Neural Networks
Intelligent optimal control with dynamic neural networks,62,10.1016/S0893-6080(02)00232-0,Neural Networks
Associative memories based on continuous-time cellular neural networks designed using space-invariant cloning templates,66,10.1016/j.neunet.2009.06.031,Neural Networks
Discovering neural nets with low Kolmogorov complexity and high generalization capability,58,10.1016/S0893-6080(96)00127-X,Neural Networks
A neural model of cortico-cerebellar interactions during attentive imitation and predictive learning of sequential handwriting movements,62,10.1016/S0893-6080(00)00065-4,Neural Networks
The basins of attraction of a new Hopfield learning rule,62,10.1016/S0893-6080(99)00038-6,Neural Networks
A minor component analysis algorithm,55,10.1016/S0893-6080(96)00063-9,Neural Networks
Brain mechanism of reward prediction under predictable and unpredictable environmental dynamics,60,10.1016/j.neunet.2006.05.039,Neural Networks
Neural network approximation: Three hidden layers are enough,66,10.1016/j.neunet.2021.04.011,Neural Networks
Named entity recognition in electronic health records using transfer learning bootstrapped Neural Networks,62,10.1016/j.neunet.2019.08.032,Neural Networks
Reachable set estimation for Markovian jump neural networks with time-varying delay,67,10.1016/j.neunet.2018.09.011,Neural Networks
Adaptive neural output-feedback control for nonstrict-feedback time-delay fractional-order systems with output constraints and actuator nonlinearities,67,10.1016/j.neunet.2018.05.014,Neural Networks
<i>H</i><sub>∞</sub> state estimation of stochastic memristor-based neural networks with time-varying delays,65,10.1016/j.neunet.2017.12.014,Neural Networks
Global exponential stability of inertial memristor-based neural networks with time-varying delays and impulses,66,10.1016/j.neunet.2017.03.012,Neural Networks
A Hypergraph and Arithmetic Residue-based Probabilistic Neural Network for classification in Intrusion Detection Systems,64,10.1016/j.neunet.2017.01.012,Neural Networks
Global exponential stability and dissipativity of generalized neural networks with time-varying delay signals,67,10.1016/j.neunet.2016.12.005,Neural Networks
Towards solving the hard problem of consciousness: The varieties of brain resonances and the conscious experiences that they support,64,10.1016/j.neunet.2016.11.003,Neural Networks
Rank-based pooling for deep convolutional neural networks,60,10.1016/j.neunet.2016.07.003,Neural Networks
"Boundedness, Mittag-Leffler stability and asymptotical ω-periodicity of fractional-order fuzzy neural networks",66,10.1016/j.neunet.2015.11.003,Neural Networks
Global exponential periodicity and stability of discrete-time complex-valued recurrent neural networks with time-delays,65,10.1016/j.neunet.2015.03.001,Neural Networks
A recurrent neural network for solving a class of generalized convex optimization problems,63,10.1016/j.neunet.2013.03.010,Neural Networks
Local analysis of behaviour in the adjusting-delay task for assessing choice of delayed reinforcement,49,10.1016/S0893-6080(02)00053-9,Neural Networks
Construction of confidence intervals for neural networks based on least squares estimation,62,10.1016/S0893-6080(99)00080-5,Neural Networks
Algebraic geometrical methods for hierarchical learning machines,65,10.1016/S0893-6080(01)00069-7,Neural Networks
Cardinality-constrained portfolio selection based on collaborative neurodynamic optimization,64,10.1016/j.neunet.2021.10.007,Neural Networks
Bipartite synchronization of signed networks via aperiodically intermittent control based on discrete-time state observations,66,10.1016/j.neunet.2021.08.035,Neural Networks
A FAST DYNAMIC LINK MATCHING ALGORITHM FOR INVARIANT PATTERN-RECOGNITION,62,10.1016/S0893-6080(05)80157-1,Neural Networks
CONVERGENCE ANALYSIS OF LOCAL FEATURE-EXTRACTION ALGORITHMS,66,10.1016/S0893-6080(05)80022-X,Neural Networks
Low-rank tensor constrained co-regularized multi-view spectral clustering,64,10.1016/j.neunet.2020.08.019,Neural Networks
Further results on finite-time synchronization of delayed inertial memristive neural networks via a novel analysis method,65,10.1016/j.neunet.2020.04.009,Neural Networks
Multilayer one-class extreme learning machine,59,10.1016/j.neunet.2019.03.004,Neural Networks
A neurodynamic approach to nonlinear optimization problems with affine equality and convex inequality constraints,65,10.1016/j.neunet.2018.10.010,Neural Networks
"Design, verification and robotic application of a novel recurrent neural network for computing dynamic Sylvester equation",65,10.1016/j.neunet.2018.05.008,Neural Networks
Smart sampling and incremental function learning for very large high dimensional data,62,10.1016/j.neunet.2015.09.001,Neural Networks
Existence and global exponential stability of periodic solution of memristor-based BAM neural networks with time-varying delays,63,10.1016/j.neunet.2015.12.006,Neural Networks
A new upper bound for the norm of interval matrices with application to robust stability analysis of delayed neural networks,66,10.1016/j.neunet.2013.03.014,Neural Networks
Controlling chaos in a chaotic neural network,61,10.1016/S0893-6080(03)00055-8,Neural Networks
Hierarchical classification of dynamically varying radar pulse repetition interval modulation patterns,57,10.1016/j.neunet.2010.06.008,Neural Networks
Is the integrate-and-fire model good enough? a review,60,10.1016/S0893-6080(01)00074-0,Neural Networks
Unified stabilization approach to principal and minor components extraction algorithms,63,10.1016/S0893-6080(01)00116-2,Neural Networks
A MODIFIED FUZZY ARTMAP ARCHITECTURE FOR THE APPROXIMATION OF NOISY MAPPINGS,63,10.1016/0893-6080(94)00110-8,Neural Networks
A network of chaotic elements for information processing,60,10.1016/0893-6080(95)00100-X,Neural Networks
RUNAWAY SYNAPTIC MODIFICATION IN MODELS OF CORTEX - IMPLICATIONS FOR ALZHEIMERS-DISEASE,63,10.1016/0893-6080(94)90053-1,Neural Networks
Consciousness and metarepresentation: A computational sketch,61,10.1016/j.neunet.2007.09.011,Neural Networks
Dual Global Enhanced Transformer for image captioning,65,10.1016/j.neunet.2022.01.011,Neural Networks
"Cueing, feature discovery, and one-class learning for synthetic aperture radar automatic target recognition",59,10.1016/0893-6080(95)00049-6,Neural Networks
Sliding mode control of neural networks via continuous or periodic sampling event-triggering algorithm,65,10.1016/j.neunet.2019.09.001,Neural Networks
Multistability analysis of a general class of recurrent neural networks with non-monotonic activation functions and time-varying delays,62,10.1016/j.neunet.2016.03.010,Neural Networks
Multistability of neural networks with discontinuous non-monotonic piecewise linear activation functions and time-varying delays,64,10.1016/j.neunet.2015.01.007,Neural Networks
ARTSTREAM: a neural network model of auditory scene analysis and source segregation,52,10.1016/j.neunet.2003.10.002,Neural Networks
Genetic algorithm pruning of probabilistic neural networks in medical disease estimation,60,10.1016/j.neunet.2011.06.003,Neural Networks
Projective ART for clustering data sets in high dimensional spaces,57,10.1016/S0893-6080(01)00108-3,Neural Networks
How to be a gray box: dynamic semi-physical modeling,59,10.1016/S0893-6080(01)00096-X,Neural Networks
Robust maximum likelihood training of heteroscedastic probabilistic neural networks,63,10.1016/S0893-6080(98)00024-0,Neural Networks
Accelerating backpropagation through dynamic self-adaptation,57,N/A,Neural Networks
A model of computation in neocortical architecture,62,10.1016/S0893-6080(99)00049-0,Neural Networks
Bayesian approach to feature selection and parameter tuning for support vector machine classifiers,58,10.1016/j.neunet.2005.06.044,Neural Networks
Skeleton-based Chinese sign language recognition and generation for bidirectional communication between deaf and hearing people,58,10.1016/j.neunet.2020.01.030,Neural Networks
Class-specific extreme learning machine for handling binary class imbalance problem,65,10.1016/j.neunet.2018.05.011,Neural Networks
Deep neural networks for texture classification-A theoretical analysis,61,10.1016/j.neunet.2017.10.001,Neural Networks
Stability analysis of delayed neural networks via a new integral inequality,63,10.1016/j.neunet.2017.01.008,Neural Networks
Adaptive exponential synchronization of complex-valued Cohen-Grossberg neural networks with known and unknown parameters,63,10.1016/j.neunet.2016.11.001,Neural Networks
Stability analysis of switched cellular neural networks: A mode-dependent average dwell time approach,63,10.1016/j.neunet.2016.07.009,Neural Networks
Cost-efficient FPGA implementation of basal ganglia and their Parkinsonian analysis,58,10.1016/j.neunet.2015.07.017,Neural Networks
Computer aided diagnosis of schizophrenia on resting state fMRI data by ensembles of ELM,56,10.1016/j.neunet.2015.04.002,Neural Networks
Radial basis function neural networks for nonlinear Fisher discrimination and Neyman-Pearson classification,55,10.1016/S0893-6080(03)00086-8,Neural Networks
A neurodynamical model for working memory,56,10.1016/j.neunet.2010.10.003,Neural Networks
"Hippocampus, microcircuits and associative memory",51,10.1016/j.neunet.2009.07.009,Neural Networks
Embedded neural networks: exploiting constraints,58,10.1016/S0893-6080(98)00084-7,Neural Networks
"A neural model of working memory processes in normal subjects, Parkinson's disease and schizophrenia for fMRI design and predictions",57,10.1016/S0893-6080(00)00058-7,Neural Networks
Constructive function-approximation by three-layer artificial neural networks,53,10.1016/S0893-6080(98)00068-9,Neural Networks
Optimization of olfactory model in software to give 1/f power spectra reveals numerical instabilities in solutions governed by aperiodic (chaotic) attractors,55,10.1016/S0893-6080(97)00116-0,Neural Networks
A NEURAL ARCHITECTURE FOR VISUAL-MOTION PERCEPTION - GROUP AND ELEMENT APPARENT MOTION,61,10.1016/0893-6080(89)90042-7,Neural Networks
Event detection and localization for small mobile robots using reservoir computing,57,10.1016/j.neunet.2008.06.010,Neural Networks
Neural networks with a continuous squashing function in the output are universal approximators,55,10.1016/S0893-6080(00)00031-9,Neural Networks
Deep ANC: A deep learning approach to active noise control,61,10.1016/j.neunet.2021.03.037,Neural Networks
Emotional EEG classification using connectivity features and convolutional neural networks,61,10.1016/j.neunet.2020.08.009,Neural Networks
Sensitivity analysis applied to the construction of radial basis function networks,56,10.1016/j.neunet.2005.02.006,Neural Networks
Exponential synchronization of time-varying delayed complex-valued neural networks under hybrid impulsive controllers,63,10.1016/j.neunet.2019.02.006,Neural Networks
Analysis of global <i>O</i>(<i>t</i><SUP>-α</SUP>) stability and global asymptotical periodicity for a class of fractional-order complex-valued neural networks with time varying delays,63,10.1016/j.neunet.2016.01.007,Neural Networks
Computational cognitive models of spatial memory in navigation space: A review,52,10.1016/j.neunet.2015.01.002,Neural Networks
Deep learning of support vector machines with class probability output networks,55,10.1016/j.neunet.2014.09.007,Neural Networks
Community-aware user profile enrichment in folksonomy,62,10.1016/j.neunet.2014.05.009,Neural Networks
On the periodic dynamics of a class of time-varying delayed neural networks via differential inclusions,61,10.1016/j.neunet.2012.04.009,Neural Networks
A neural model of how the brain represents and compares multi-digit numbers: spatial and categorical processes,58,10.1016/S0893-6080(03)00193-X,Neural Networks
An embodied account of serial order How instabilities drive sequence generation,58,10.1016/j.neunet.2010.07.012,Neural Networks
Delay-dependent multistability in recurrent neural networks,61,10.1016/j.neunet.2009.10.004,Neural Networks
Oriented principal component analysis for large margin classifiers,48,10.1016/S0893-6080(01)00106-X,Neural Networks
Statistical estimation of the number of hidden units for feedforward neural networks,45,10.1016/S0893-6080(98)00043-4,Neural Networks
Fat neural network for recognition of position-normalised objects,45,10.1016/S0893-6080(99)00011-8,Neural Networks
The connections between the frustrated chaos and the intermittency chaos in small Hopfield networks,60,10.1016/S0893-6080(02)00096-5,Neural Networks
CONVERGENCE RESULTS IN AN ASSOCIATIVE MEMORY MODEL,61,10.1016/0893-6080(88)90029-9,Neural Networks
Fading memory and time series prediction in recurrent networks with different forms of plasticity,53,10.1016/j.neunet.2007.04.020,Neural Networks
Neural mechanism for stochastic behaviour during a competitive game,51,10.1016/j.neunet.2006.05.044,Neural Networks
A sparse deep belief network with efficient fuzzy learning framework,57,10.1016/j.neunet.2019.09.035,Neural Networks
Improved robustness of reinforcement learning policies upon conversion to spiking neuronal network platforms applied to Atari Breakout game,57,10.1016/j.neunet.2019.08.009,Neural Networks
Synchronization criteria for inertial memristor-based neural networks with linear coupling,61,10.1016/j.neunet.2018.06.014,Neural Networks
Synchronization of hybrid coupled reaction-diffusion neural networks with time delays via generalized intermittent control with spacial sampled-data,61,10.1016/j.neunet.2018.04.017,Neural Networks
Synthesis of recurrent neural networks for dynamical system simulation,51,10.1016/j.neunet.2016.04.001,Neural Networks
TWSVR: Regression via Twin Support Vector Machine,60,10.1016/j.neunet.2015.10.007,Neural Networks
